name,genre,platform,year_of_release,publisher,rating
WWE All Stars,Fighting,PSP,2011.0,THQ,T
Bad Boys: Miami Takedown,Shooter,XB,2004.0,Empire Interactive,M
Valhalla Knights 3,Role-Playing,PSV,2013.0,Xseed Games,M
Mega Man X: Command Mission,Role-Playing,PS2,2004.0,Capcom,E
Tokyo Xtreme Racer DRIFT,Racing,PS2,2003.0,Genki,E
"The Chronicles of Narnia: The Lion, The Witch and The Wardrobe",Action,DS,2005.0,Disney Interactive Studios,E10+
Cabela's Big Game Hunter 2005 Adventures,Sports,XB,2004.0,Activision,T
Senran Kagura: Estival Versus,Action,PSV,2015.0,Marvelous Interactive,M
GRID Autosport,Racing,PS3,2014.0,Codemasters,E
Half-Minute Hero,Role-Playing,PSP,2009.0,Rising Star Games,E10+
Gauntlet: Dark Legacy,Action,GC,2002.0,Midway Games,T
The Chronicles of Narnia: Prince Caspian,Action,X360,2008.0,Disney Interactive Studios,T
Shadow The Hedgehog,Platform,XB,2005.0,Sega,E10+
Batman: Vengeance,Adventure,GBA,2001.0,Ubisoft,E
World of Outlaws: Sprint Cars,Racing,X360,2010.0,THQ,E
Van Helsing,Action,XB,2007.0,Activision,T
Grand Slam Tennis 2,Sports,X360,2012.0,Electronic Arts,E
Ben 10 Ultimate Alien: Cosmic Destruction,Platform,X360,2010.0,D3Publisher,E10+
Pure Futbol,Sports,X360,2010.0,Ubisoft,E
Spider-Man: Friend or Foe,Action,PSP,2007.0,Activision,E10+
Sing4: The Hits Edition,Misc,Wii,2011.0,Crave Entertainment,T
Gun,Shooter,GC,2005.0,Activision,M
SoulCalibur Legends,Action,Wii,2007.0,Namco Bandai Games,T
Rio,Misc,Wii,2011.0,THQ,E10+
Squeeballs Party,Puzzle,Wii,2009.0,Performance Designed Products,E10+
Aliens: Colonial Marines,Shooter,PC,2013.0,Sega,M
Tiger Woods PGA Tour 2004,Sports,GBA,2003.0,Electronic Arts,E
FIFA Soccer 11,Sports,PC,2010.0,Electronic Arts,E
American Chopper 2: Full Throttle,Racing,PS2,2005.0,Zoo Digital Publishing,T
Borderlands,Shooter,PC,2009.0,Take-Two Interactive,M
de Blob 2,Platform,Wii,2011.0,THQ,E10+
Silent Hill 4: The Room,Action,XB,2004.0,Konami Digital Entertainment,M
Commandos 2: Men of Courage,Strategy,PS2,2002.0,Eidos Interactive,T
Remember Me,Action,X360,2013.0,Capcom,M
Brink,Shooter,PC,2011.0,Bethesda Softworks,T
FIFA Soccer 2002,Sports,GC,2001.0,Electronic Arts,E
Atari Anniversary Edition Redux,Misc,PS,2000.0,Infogrames,E
Lips: Party Classics,Misc,X360,2010.0,Microsoft Game Studios,T
Disney's Tarzan Untamed,Platform,GC,2001.0,Ubisoft,E
Marvel Super Hero Squad: Comic Combat,Action,Wii,2011.0,THQ,E10+
Trinity Universe,Role-Playing,PS3,2009.0,Nippon Ichi Software,T
Pirates: Hunt For Blackbeard's Booty,Adventure,Wii,2008.0,Activision,E
Cabela's Dangerous Hunts 2009,Sports,PS2,2008.0,Activision Value,T
Senran Kagura: Estival Versus,Action,PS4,2015.0,Marvelous Interactive,M
Ball Breakers,Action,PS,2000.0,Take-Two Interactive,E
Splatterhouse,Action,X360,2010.0,Namco Bandai Games,M
EyeToy: Groove,Misc,PS2,2003.0,Sony Computer Entertainment,E
You Don't Know Jack,Misc,PS3,2011.0,THQ,T
Chuck E. Cheese's Party Games,Misc,DS,2010.0,UFO Interactive,E
Charlie and the Chocolate Factory,Adventure,GC,2005.0,Global Star,E
Armored Core: Last Raven,Simulation,PS2,2005.0,505 Games,T
Burnout Legends,Racing,DS,2005.0,Electronic Arts,E
Tomb Raider: Underworld,Action,PS2,2009.0,Eidos Interactive,T
College Hoops 2K7,Sports,PS3,2007.0,Take-Two Interactive,E
Hello Kitty: Birthday Adventures,Adventure,DS,2010.0,Namco Bandai Games,E
Escape The Museum,Adventure,DS,2010.0,Astragon,E
K-1 World Grand Prix,Sports,PS2,2002.0,Konami Digital Entertainment,T
Juiced,Racing,XB,2005.0,THQ,T
Naruto Shippuden: Dragon Blade Chronicles,Action,Wii,2009.0,505 Games,E10+
Looney Tunes: Back in Action,Platform,GBA,2003.0,Electronic Arts,E
Shaun White Skateboarding,Sports,Wii,2010.0,Ubisoft,E10+
DiRT Showdown,Racing,PS3,2012.0,Codemasters,E10+
Virtua Tennis,Sports,GBA,2002.0,Atari,E
Sonic Riders: Zero Gravity,Racing,PS2,2008.0,Sega,E
UFC: Sudden Impact,Fighting,PS2,2004.0,Global Star,T
NBA Hoopz,Sports,PS2,2001.0,Midway Games,E
ESPN X Games Skateboarding,Sports,GBA,2001.0,Konami Digital Entertainment,E
Nancy Drew: The Hidden Staircase,Adventure,DS,2008.0,THQ,E
Speedball 2100,Sports,PS,2000.0,Empire Interactive,E
Full Auto 2: Battlelines,Racing,PS3,2006.0,Sega,T
College Hoops 2K8,Sports,X360,2007.0,Take-Two Interactive,E
How to Train Your Dragon,Action,PS3,2010.0,Activision,E10+
Backyard Basketball,Sports,GBA,2004.0,Atari,E
Madden NFL 09,Sports,XB,2008.0,Electronic Arts,E
Dynasty Warriors: Gundam 3,Action,X360,2010.0,Tecmo Koei,T
NHL 2004,Sports,XB,2003.0,Electronic Arts,E
Back to the Future: The Game,Adventure,PS4,2015.0,Telltale Games,T
Namco Museum: 50th Anniversary,Misc,XB,2005.0,Namco Bandai Games,E10+
Monster 4x4: Stunt Racer,Racing,Wii,2009.0,Ubisoft,E
Velvet Assassin,Shooter,X360,2009.0,DTP Entertainment,M
NFL 2K2,Sports,XB,2002.0,Sega,E
MindJack,Shooter,PS3,2011.0,Square Enix,M
Marvel Super Hero Squad: Comic Combat,Action,X360,2011.0,THQ,E10+
NBA Live 16,Sports,PS4,2015.0,Electronic Arts,E
WWE SmackDown vs. Raw 2009,Fighting,DS,2008.0,THQ,T
Dead or Alive Paradise,Misc,PSP,2010.0,Ubisoft Annecy,M
Dark Souls II,Role-Playing,PC,2014.0,Namco Bandai Games,T
The Suffering: Ties That Bind,Action,PS2,2005.0,Midway Games,M
EyeToy: Kinetic,Sports,PS2,2005.0,Sony Computer Entertainment,E
Fancy Nancy: Tea Party Time!,Adventure,DS,2010.0,THQ,E
Project Spark,Misc,XOne,2014.0,Microsoft Game Studios,E10+
Army Men: Sarge's Heroes 2,Shooter,PS2,2001.0,Midas Interactive Entertainment,T
Cabela's Adventure Camp,Misc,Wii,2011.0,Activision,E
SEGA Bass Fishing Duel,Sports,PS2,2002.0,Sega,E
Sports Illustrated for Kids: Baseball,Sports,GBA,2001.0,BAM! Entertainment,E
Mark Davis Pro Bass Challenge,Sports,PS2,2002.0,Natsume,E
Rugrats: Royal Ransom,Platform,GC,2002.0,THQ,E
Winning Eleven: Pro Evolution Soccer 2007,Sports,DS,2006.0,Konami Digital Entertainment,E
Warriors of Might and Magic,Adventure,PS2,2001.0,3DO,T
Rapala Fishing Frenzy 2009,Sports,PS3,2008.0,Activision,E
Open Season,Platform,GC,2006.0,Ubisoft,E10+
Ridge Racer,Racing,PSV,2011.0,Namco Bandai Games,E10+
Major League Baseball 2K9,Sports,PS3,2009.0,Spike,E
World Championship Poker,Misc,GBA,2004.0,Crave Entertainment,E
Major League Baseball 2K6,Sports,GC,2006.0,Take-Two Interactive,E
WordJong Party,Puzzle,Wii,2008.0,Destineer,E
Smash Court Tennis Pro Tournament,Sports,PS2,2002.0,Sony Computer Entertainment,E
Race Pro,Racing,X360,2009.0,Atari,E
NBA Inside Drive 2004,Sports,XB,2003.0,Microsoft Game Studios,E
Professional Fisherman's Tour: Northern Hemisphere,Sports,DS,2007.0,505 Games,E
Gretzky NHL 2005,Sports,PS2,2004.0,Sony Computer Entertainment,E
Dungeon Siege III,Role-Playing,PC,2011.0,Square Enix,T
The Hobbit,Platform,GC,2003.0,Vivendi Games,E
Skate it,Sports,DS,2008.0,Electronic Arts,E
Cabela's Legendary Adventures,Sports,Wii,2008.0,Activision,T
True Crime: New York City,Action,GC,2005.0,Activision,M
Metal Arms: Glitch in the System,Shooter,XB,2003.0,Vivendi Games,T
Toukiden Kiwami,Action,PS4,2015.0,Tecmo Koei,T
The Secret World,Role-Playing,PC,2012.0,Funcom,M
Ice Age: Dawn of the Dinosaurs,Action,PS2,2009.0,Activision,E10+
ESPN Final Round Golf 2002,Sports,GBA,2001.0,Konami Digital Entertainment,E
Iron Chef America: Supreme Cuisine,Simulation,Wii,2008.0,Destineer,E10+
MDK2 Armageddon,Shooter,PS2,2001.0,Virgin Interactive,T
NHL 2K9,Sports,X360,2008.0,Take-Two Interactive,E10+
I Spy: Castle,Puzzle,DS,2011.0,Scholastic Inc.,E
Fight Night Round 2,Fighting,GC,2005.0,Electronic Arts,T
Disney's Atlantis: The Lost Empire,Platform,PS,2001.0,Sony Computer Entertainment,E
Madden NFL 17,Sports,X360,2016.0,Electronic Arts,E
Jewel Match,Puzzle,DS,2010.0,PlayV,E
Lost in Blue 3,Adventure,DS,2007.0,Konami Digital Entertainment,E10+
Stormrise,Strategy,PS3,2009.0,Sega,M
Psi-Ops: The Mindgate Conspiracy,Shooter,XB,2004.0,Midway Games,M
X-Men: The Official Game,Action,X360,2006.0,Activision,T
SWAT: Global Strike Team,Shooter,XB,2003.0,Vivendi Games,M
Horrid Henry: Missions of Mischief,Adventure,DS,2010.0,SouthPeak Games,E
Cabela's Legendary Adventures,Sports,PSP,2008.0,Activision,T
Pictionary,Puzzle,DS,2010.0,THQ,E
Hitman: HD Trilogy,Action,X360,2013.0,Square Enix,M
MX World Tour Featuring Jamie Little,Racing,PS2,2005.0,Play It,E
Goblin Commander: Unleash the Horde,Strategy,PS2,2003.0,Jaleco,T
uDraw Studio: Instant Artist,Misc,Wii,2011.0,THQ,E
World Destruction League: Thunder Tanks,Action,PS2,2000.0,3DO,T
Tom Clancy's Ghost Recon: Future Soldier,Shooter,PC,2012.0,Ubisoft,M
Backyard Baseball '10,Sports,PS2,2009.0,Atari,E
PlayStation Move Heroes,Platform,PS3,2011.0,Sony Computer Entertainment,E10+
RoadKill,Action,PS2,2003.0,Midway Games,M
Looney Tunes: Back in Action,Platform,GC,2003.0,Warner Bros. Interactive Entertainment,E
Marvel Super Hero Squad: The Infinity Gauntlet,Action,PS3,2010.0,THQ,E10+
The Chronicles of Narnia: Prince Caspian,Action,PS3,2008.0,Disney Interactive Studios,T
Tak: The Great Juju Challenge,Platform,GBA,2005.0,THQ,E
Top Spin 2,Sports,X360,2006.0,Take-Two Interactive,E
Hunter: The Reckoning Redeemer,Action,XB,2003.0,Interplay,M
Age of Empires III: Complete Collection,Strategy,PC,2009.0,Microsoft Game Studios,T
Captain America: Super Soldier,Action,X360,2011.0,Sega,T
Danganronpa 2: Goodbye Despair,Misc,PSV,2014.0,Nippon Ichi Software,M
Thief: Deadly Shadows,Action,XB,2004.0,Eidos Interactive,M
MotoGP 10/11,Racing,PS3,2011.0,Capcom,E
NBA 09: The Inside,Sports,PSP,2008.0,Sony Computer Entertainment,E
Batman Begins,Action,GBA,2005.0,Electronic Arts,E10+
Mercury Meltdown Revolution,Action,Wii,2007.0,Ignition Entertainment,E
Country Dance: All Stars,Action,X360,2012.0,GameMill Entertainment,E10+
Let's TAP,Misc,Wii,2008.0,Sega,E
The Lord of the Rings: Aragorn's Quest,Action,PS3,2010.0,Warner Bros. Interactive Entertainment,T
Spawn: Armageddon,Action,XB,2003.0,Electronic Arts,M
Major League Baseball 2K9,Sports,PS2,2009.0,Spike,E
Bee Movie Game,Action,X360,2007.0,Activision,E
Luxor 3,Puzzle,Wii,2008.0,Mumbo Jumbo,E
Disney's Home on the Range,Action,GBA,2004.0,Disney Interactive Studios,E
Conception II: Children of the Seven Stars,Role-Playing,PSV,2013.0,Screenlife,M
Deus Ex: Mankind Divided,Role-Playing,XOne,2016.0,Square Enix,M
Professor Heinz Wolff's Gravity,Puzzle,Wii,2008.0,Deep Silver,E
FaceBreaker,Fighting,PS3,2008.0,Electronic Arts,T
Star Wars: Battlefront II,Shooter,PC,2005.0,LucasArts,T
Digimon Story: Cyber Sleuth,Role-Playing,PSV,2015.0,Namco Bandai Games,T
Gallop Racer 2001,Sports,PS2,2001.0,Tecmo Koei,E
Hellboy: The Science of Evil,Action,PS3,2008.0,Konami Digital Entertainment,T
MotoGP 09/10,Racing,X360,2010.0,Capcom,E
Bratz Kidz,Misc,Wii,2008.0,Game Factory,E
Catwoman,Action,PS2,2004.0,Electronic Arts,T
Garfield: Lasagna World Tour,Action,PS2,2007.0,Blast! Entertainment Ltd,E
Monsters vs. Aliens,Action,X360,2009.0,Activision,E10+
Beat Down: Fists of Vengeance,Action,PS2,2005.0,Capcom,M
World Destruction League: Thunder Tanks,Action,PS,2000.0,3DO,T
Terminator 3: The Redemption,Shooter,PS2,2004.0,Atari,T
Anarchy Reigns,Action,X360,2012.0,Sega,M
SSX On Tour,Sports,GC,2005.0,Electronic Arts,E
Bladestorm: Nightmare,Action,PS4,2015.0,Tecmo Koei,T
Fairytale Fights,Action,X360,2009.0,Playlogic Game Factory,M
LEGO Marvel Super Heroes,Action,PC,2013.0,Warner Bros. Interactive Entertainment,E10+
James Bond 007: Everything or Nothing,Shooter,GBA,2003.0,Electronic Arts,T
Shrek Extra Large,Platform,GC,2002.0,TDK Mediactive,T
World Tour Soccer 2006,Sports,PS2,2004.0,Sony Computer Entertainment,E
Gunvalkyrie,Shooter,XB,2002.0,Infogrames,T
Jillian Michaels Fitness Ultimatum 2011,Sports,Wii,2010.0,D3Publisher,E
State of Emergency,Action,XB,2003.0,Take-Two Interactive,M
Disney Golf,Sports,PS2,2002.0,Electronic Arts,E
Fuzion Frenzy 2,Misc,X360,2007.0,Microsoft Game Studios,E10+
Demon Gaze,Role-Playing,PSV,2013.0,Nippon Ichi Software,T
Clock Tower II: The Struggle Within,Adventure,PS,1998.0,Human Entertainment,M
My French Coach,Misc,DS,2007.0,Ubisoft,E
CSI: Fatal Conspiracy,Adventure,X360,2010.0,Ubisoft,M
Mega Man Network Transmission,Platform,GC,2003.0,Capcom,E
Fairytale Fights,Action,PS3,2009.0,Playlogic Game Factory,M
How to Train Your Dragon 2,Adventure,X360,2014.0,Little Orbit,E10+
RC Revenge Pro,Racing,PS2,2000.0,Acclaim Entertainment,E
G-Force,Action,X360,2009.0,Disney Interactive Studios,E10+
Surf's Up,Sports,Wii,2007.0,Ubisoft,E10+
Backyard Wrestling: Don't Try This at Home,Fighting,XB,2003.0,Eidos Interactive,M
Gauntlet: Dark Legacy,Action,XB,2002.0,Midway Games,T
Time and Eternity,Role-Playing,PS3,2012.0,Nippon Ichi Software,T
Lost Kingdoms,Role-Playing,GC,2002.0,Activision,T
Brunswick Cosmic Bowling,Sports,Wii,2010.0,GameMill Entertainment,E
Pursuit Force: Extreme Justice,Action,PSP,2007.0,Sony Computer Entertainment,T
Disney Sing It: Family Hits,Misc,PS3,2010.0,Disney Interactive Studios,E
The Cursed Crusade,Action,PS3,2011.0,DTP Entertainment,M
Ridge Racer Unbounded,Racing,PS3,2012.0,Namco Bandai Games,T
Wolfenstein 3D,Shooter,GBA,2002.0,BAM! Entertainment,M
NHL 07,Sports,PSP,2006.0,Electronic Arts,E10+
Dementium: The Ward,Shooter,DS,2007.0,SouthPeak Games,M
Mobile Suit Gundam: Extreme VS Force,Action,PSV,2015.0,Namco Bandai Games,E10+
Learning to Spell,Misc,DS,2010.0,505 Games,E
TRON: Evolution,Action,DS,2010.0,Disney Interactive Studios,E10+
Sudoku Gridmaster,Puzzle,DS,2006.0,Nintendo,E
NASCAR '14,Racing,X360,2014.0,Deep Silver,E
Bakugan Battle Brawlers: Defenders of the Core,Action,PS3,2010.0,Activision,E10+
Green Lantern: Rise of the Manhunters,Action,PS3,2011.0,Warner Bros. Interactive Entertainment,T
25 to Life,Shooter,XB,2006.0,Eidos Interactive,M
Squeeballs Party,Puzzle,DS,2009.0,Performance Designed Products,E10+
Naval Assault: The Killing Tide,Simulation,X360,2010.0,505 Games,T
NASCAR '15,Sports,X360,2015.0,Deep Silver,E
NCAA Basketball 09,Sports,PS3,2008.0,Electronic Arts,E
Sega Superstars,Misc,PS2,2004.0,Sega,T
MLB 11: The Show,Sports,PSP,2011.0,Sony Computer Entertainment,E
Bomberman Land,Misc,Wii,2007.0,Rising Star Games,E
Midway Arcade Treasures,Misc,GC,2003.0,Midway Games,T
Leisure Suit Larry: Magna Cum Laude,Adventure,XB,2004.0,Vivendi Games,M
Pac-Man World 3,Platform,DS,2005.0,Namco Bandai Games,E
Shawn Johnson Gymnastics,Sports,Wii,2010.0,Zoo Games,E
NBA 09: The Inside,Sports,PS2,2008.0,Sony Computer Entertainment,E
One Piece: Pirate Warriors 3,Action,PSV,2015.0,Namco Bandai Games,T
ZhuZhu Puppies,Simulation,DS,2011.0,Activision,E
Cubivore: Survival of the Fittest,Adventure,GC,2002.0,Nintendo,E
7th Dragon III Code: VFD,Role-Playing,3DS,2015.0,Sega,T
FlatOut,Racing,XB,2004.0,Empire Interactive,T
Chaotic: Shadow Warriors,Action,PS3,2009.0,Activision,E10+
Easy Piano,Misc,DS,2009.0,Game Life,E
Blood Bowl,Sports,X360,2009.0,Focus Home Interactive,T
Taz Wanted,Platform,PS2,2002.0,Atari,E
Far Cry: Primal,Action,PC,2016.0,Ubisoft,M
Sid Meier's Civilization IV,Strategy,PC,2005.0,Take-Two Interactive,E10+
Zoo Keeper,Puzzle,DS,2004.0,Ignition Entertainment,E
Chuck E. Cheese's Party Games,Misc,Wii,2010.0,UFO Interactive,E
Pursuit Force,Racing,PSP,2005.0,Sony Computer Entertainment,T
Star Wars: Super Bombad Racing,Racing,PS2,2001.0,LucasArts,E
TransFormers Animated: The Game,Action,DS,2008.0,Activision,E
Driver: San Francisco,Racing,Wii,2011.0,Ubisoft,T
Alien Resurrection,Shooter,PS,2000.0,Fox Interactive,M
World Tour Soccer 2005,Sports,PS2,2004.0,Sony Computer Entertainment,E
Disney Friends,Simulation,DS,2007.0,Disney Interactive Studios,E
ESPN College Hoops,Sports,PS2,2003.0,Sega,E
Dengeki Bunko Fighting Climax,Fighting,PS3,2014.0,Sega,T
F1 Championship Season 2000,Racing,PS2,2000.0,Electronic Arts,E
Leisure Suit Larry: Box Office Bust,Adventure,X360,2009.0,Codemasters,M
Robotech: Battlecry,Shooter,GC,2002.0,TDK Mediactive,T
Clash of the Titans,Action,X360,2010.0,Namco Bandai Games,T
Pro Evolution Soccer 2014,Action,PSP,2013.0,Konami Digital Entertainment,E
Kya: Dark Lineage,Adventure,PS2,2003.0,Atari,T
Mirror's Edge Catalyst,Platform,XOne,2016.0,Electronic Arts,T
Curious George,Action,GBA,2006.0,Namco Bandai Games,E
Lethal Skies II,Simulation,PS2,2003.0,Sammy Corporation,T
F1 2011,Racing,3DS,2011.0,Codemasters,E
Guilty Gear Judgment,Fighting,PSP,2006.0,Majesco Entertainment,T
NCAA Football 09 All-Play,Sports,Wii,2008.0,Electronic Arts,E
Doctor Lautrec and the Forgotten Knights,Adventure,3DS,2011.0,Konami Digital Entertainment,E10+
Disney's American Dragon Jake Long: Attack of the Dark Dragon,Action,DS,2006.0,Disney Interactive Studios,E
Midway Arcade Treasures 2,Misc,GC,2004.0,Midway Games,M
Hot Wheels World Race,Racing,GC,2003.0,THQ,E
Monster Jam,Racing,Wii,2007.0,Activision,E
Castlevania Judgment,Fighting,Wii,2008.0,Konami Digital Entertainment,T
Dancing With The Stars,Misc,PS2,2007.0,Activision,E10+
Apache: Air Assault,Simulation,X360,2010.0,Activision,T
Aliens: Infestation,Action,DS,2011.0,Sega,T
Return to PopoloCrois: A Story of Seasons Fairytale,Simulation,3DS,2015.0,Marvelous Entertainment,E10+
Angry Birds Trilogy,Action,PS3,2012.0,Activision,E
Crash Tag Team Racing,Racing,GC,2005.0,Vivendi Games,E10+
El Shaddai: Ascension of the Metatron,Action,X360,2011.0,Ignition Entertainment,T
NPPL: Championship Paintball 2009,Shooter,PS3,2008.0,Activision Value,E10+
True Swing Golf,Sports,DS,2005.0,Nintendo,E
TimeSplitters: Future Perfect,Shooter,XB,2005.0,Electronic Arts,M
Zoo Hospital,Simulation,Wii,2008.0,Majesco Entertainment,E
Family Feud Decades,Misc,Wii,2010.0,Ubisoft,E10+
Midway Arcade Treasures 3,Misc,PS2,2005.0,Midway Games,E
Goosebumps HorrorLand,Adventure,Wii,2008.0,Scholastic Inc.,E10+
Thrillville: Off the Rails,Strategy,X360,2007.0,LucasArts,E10+
Fatal Frame II: Crimson Butterfly,Action,PS2,2003.0,Ubisoft,M
Murdered: Soul Suspect,Action,XOne,2014.0,Square Enix,M
Shadow Man: 2econd Coming,Adventure,PS2,2002.0,Acclaim Entertainment,M
Dynasty Warriors 4,Action,XB,2003.0,Tecmo Koei,T
Warriors Orochi 3,Action,X360,2011.0,Ubisoft Annecy,T
Wakeboarding Unleashed Featuring Shaun Murray,Sports,PS2,2003.0,Activision,E
The Incredibles: Rise of the Underminer,Action,GC,2005.0,THQ,E10+
Beowulf: The Game,Action,PS3,2007.0,Ubisoft,M
Dewy's Adventure,Platform,Wii,2007.0,Konami Digital Entertainment,E
The BIGS,Sports,PS3,2007.0,Take-Two Interactive,E
Fracture,Shooter,PS3,2008.0,LucasArts,T
Flushed Away,Platform,GC,2006.0,D3Publisher,E
NBA Live 08,Sports,Wii,2007.0,Electronic Arts,E
Hyperdimension Neptunia Victory,Role-Playing,PS3,2012.0,Compile Heart,T
Silent Scope 3,Shooter,PS2,2002.0,Konami Digital Entertainment,M
NASCAR Heat 2002,Racing,GBA,2002.0,Infogrames,E
Marble Saga: Kororinpa,Puzzle,Wii,2009.0,Konami Digital Entertainment,E
Namco Classic Fighter Collection,Fighting,PS2,2008.0,Namco Bandai Games,T
Family Game Night 4: The Game Show,Misc,Wii,2011.0,Electronic Arts,E
Robots,Action,GC,2005.0,Vivendi Games,E
The King of Fighters XII,Fighting,PS3,2009.0,Ignition Entertainment,T
Tak: Mojo Mistake,Action,DS,2008.0,THQ,E
Lego Star Wars: The Force Awakens,Action,PS3,2016.0,Warner Bros. Interactive Entertainment,E10+
Dungeon Siege: Throne of Agony,Role-Playing,PSP,2006.0,Take-Two Interactive,T
Rio,Misc,DS,2011.0,THQ,E
Finding Nemo: Escape to the Big Blue,Action,DS,2006.0,THQ,E
Grease Dance,Misc,X360,2011.0,505 Games,T
Culdcept SAGA,Role-Playing,X360,2006.0,Namco Bandai Games,T
The Wild Thornberrys: Chimp Chase,Action,GBA,2001.0,THQ,E
The Crew,Racing,PC,2014.0,Ubisoft,T
Ready 2 Rumble Revolution,Sports,Wii,2009.0,Atari,T
Create,Action,PS3,2010.0,Electronic Arts,E
Eragon,Action,DS,2006.0,Vivendi Games,T
TimeShift,Shooter,PS3,2007.0,Vivendi Games,M
Rapala Pro Fishing,Sports,XB,2004.0,Zoo Digital Publishing,E
Spyro: Shadow Legacy,Action,DS,2005.0,Vivendi Games,E
Just Dance: Disney Party,Misc,X360,2012.0,Ubisoft,E
The Sims 3: Seasons,Simulation,PC,2012.0,Electronic Arts,T
Our House,Strategy,DS,2009.0,Majesco Entertainment,E
Bakugan Battle Brawlers: Defenders of the Core,Action,Wii,2010.0,Activision,E10+
Scarface: Money. Power. Respect.,Strategy,PSP,2006.0,Vivendi Games,M
Angry Birds Star Wars,Strategy,XOne,2013.0,Activision,E
Blitz: The League,Sports,X360,2006.0,Midway Games,M
NBA 2K12,Sports,PC,2011.0,Take-Two Interactive,E
Ener-G: Dance Squad,Sports,DS,2008.0,Ubisoft,E
Rudolph the Red-Nosed Reindeer,Action,Wii,2010.0,Crave Entertainment,E
FlatOut 2,Racing,PS2,2006.0,Empire Interactive,T
Naruto: Ultimate Ninja Heroes 2 - The Phantom Fortress,Fighting,PSP,2006.0,Atari,T
NCAA Final Four 2001,Sports,PS,2000.0,Sony Computer Entertainment,E
Heroes over Europe,Simulation,PS3,2009.0,Ubisoft,T
Konami Krazy Racers,Racing,GBA,2001.0,Konami Digital Entertainment,E
BioShock The Collection,Shooter,XOne,2016.0,Take-Two Interactive,M
Solitaire Overload Plus,Misc,DS,2010.0,Telegames,E
F-Zero: GP Legend,Racing,GBA,2003.0,Nintendo,E
Mr. Driller 2,Puzzle,GBA,2001.0,Namco Bandai Games,E
Klonoa,Platform,Wii,2008.0,Namco Bandai Games,E10+
Bulletstorm,Shooter,PC,2011.0,Electronic Arts,M
Putty Squad,Platform,PS4,2013.0,System 3,E10+
Burger Island,Action,DS,2008.0,Destineer,E
Field Commander,Strategy,PSP,2006.0,Sony Online Entertainment,T
Custom Robo Arena,Fighting,DS,2006.0,Nintendo,E10+
Ar Nosurge: Ode to an Unborn Star,Role-Playing,PS3,2014.0,Tecmo Koei,T
Imagine: Ice Champions,Sports,DS,2007.0,Spike,E
Shaun White Skateboarding,Sports,X360,2010.0,Ubisoft,T
Dragon Ball: Origins 2,Action,DS,2010.0,Namco Bandai Games,T
Trigger Man,Shooter,PS2,2004.0,Play It,T
Wildstar,Role-Playing,PC,2014.0,NCSoft,T
Family Party: 30 Great Games Outdoor Fun,Misc,Wii,2009.0,D3Publisher,E10+
Tiger Woods PGA Tour 2004,Sports,GC,2003.0,Electronic Arts,E
Rudolph the Red-Nosed Reindeer,Action,DS,2010.0,Crave Entertainment,E
Amped 3,Sports,X360,2005.0,Take-Two Interactive,T
Innocent Life: A Futuristic Harvest Moon,Simulation,PSP,2006.0,Rising Star Games,E
NBA 2K3,Sports,GC,2002.0,Sega,E
NHL 2005,Sports,XB,2004.0,Electronic Arts,E
Arcana Heart,Fighting,PS2,2007.0,AQ Interactive,T
Battlestar Galactica,Shooter,PS2,2003.0,Vivendi Games,T
Time Hollow,Adventure,DS,2008.0,Konami Digital Entertainment,T
Medieval Games,Action,Wii,2009.0,Vir2L Studios,E10+
Tak and the Guardians of Gross,Action,Wii,2008.0,THQ,E10+
Monster House,Adventure,DS,2006.0,THQ,E
Dynasty Warriors 8: Xtreme Legends,Action,PS3,2013.0,Tecmo Koei,T
Godzilla Unleashed,Fighting,Wii,2007.0,Atari,E10+
AC/DC LIVE: Rock Band Track Pack,Misc,PS2,2008.0,MTV Games,T
Ener-G Horse Riders,Sports,DS,2008.0,Ubisoft,E
He-Man: Power of Grayskull,Action,GBA,2002.0,TDK Mediactive,E
Sherlock Holmes vs. Jack the Ripper,Adventure,X360,2009.0,Focus Home Interactive,T
Sniper: Ghost Warrior,Shooter,PC,2010.0,City Interactive,M
Polaris SnoCross,Racing,PS,2000.0,Vatical Entertainment,E
Imagine: Music Fest,Simulation,DS,2009.0,Ubisoft,E
Mat Hoffman's Pro BMX 2,Sports,GBA,2002.0,Activision,E
Fist of the North Star: Ken's Rage,Action,X360,2010.0,Ubisoft Annecy,M
Chaotic: Shadow Warriors,Action,X360,2009.0,Activision,E10+
Digimon Battle Spirit 2,Fighting,GBA,2003.0,Namco Bandai Games,E
Driven,Racing,PS2,2001.0,BAM! Entertainment,T
James Noir's Hollywood Crimes,Adventure,3DS,2011.0,Ubisoft,T
"Warhammer 40,000: Fire Warrior",Shooter,PS2,2003.0,THQ,M
All-Pro Football 2K8,Sports,PS3,2007.0,Take-Two Interactive,E10+
Lufia: Curse of the Sinistrals,Role-Playing,DS,2010.0,Square Enix,E10+
MTV Music Generator 2,Misc,PS2,2001.0,Codemasters,T
Mugen Souls,Role-Playing,PS3,2012.0,Nippon Ichi Software,T
Ultimate Spider-Man,Action,DS,2005.0,Activision,E10+
Burnout 2: Point of Impact,Racing,GC,2003.0,Acclaim Entertainment,E
Paris-Dakar Rally,Racing,PS2,2001.0,Acclaim Entertainment,E
Bakugan Battle Brawlers: Defenders of the Core,Action,PSP,2010.0,Activision,E10+
